user_ID,trial_ID,task_ID,gx,gy,gz,label
SA01,R01,D01,-1.0986328125,-30.76171875,-21.484375,walking
SA01,R01,D01,-3.23486328125,-34.66796875,-18.6767578125,walking
SA01,R01,D01,-5.126953125,-37.41455078125,-16.54052734375,walking
SA01,R01,D01,-6.34765625,-39.48974609375,-13.85498046875,walking
SA01,R01,D01,-7.8125,-41.19873046875,-11.65771484375,walking
SA01,R01,D01,-8.9111328125,-42.724609375,-9.70458984375,walking
SA01,R01,D01,-10.1318359375,-44.0673828125,-7.99560546875,walking
SA01,R01,D01,-11.5966796875,-45.0439453125,-6.53076171875,walking
SA01,R01,D01,-12.8173828125,-45.8984375,-5.4931640625,walking
SA01,R01,D01,-13.0615234375,-46.630859375,-4.39453125,walking
SA01,R01,D01,-10.8642578125,-46.7529296875,-3.173828125,walking
SA01,R01,D01,-4.638671875,-45.654296875,-1.89208984375,walking
SA01,R01,D01,5.43212890625,-42.54150390625,-0.67138671875,walking
SA01,R01,D01,17.27294921875,-38.39111328125,0.42724609375,walking
SA01,R01,D01,28.50341796875,-33.99658203125,1.40380859375,walking
SA01,R01,D01,36.92626953125,-29.84619140625,2.197265625,walking
SA01,R01,D01,41.68701171875,-26.4892578125,2.9296875,walking
SA01,R01,D01,43.15185546875,-23.98681640625,3.662109375,walking
SA01,R01,D01,42.05322265625,-22.52197265625,4.2724609375,walking
SA01,R01,D01,38.39111328125,-21.97265625,5.4931640625,walking
SA01,R01,D01,31.8603515625,-22.216796875,8.056640625,walking
SA01,R01,D01,23.681640625,-22.94921875,10.6201171875,walking
SA01,R01,D01,15.5029296875,-23.193359375,12.6953125,walking
SA01,R01,D01,8.60595703125,-22.4609375,14.46533203125,walking
SA01,R01,D01,4.08935546875,-20.99609375,16.54052734375,walking
SA01,R01,D01,2.25830078125,-19.34814453125,19.287109375,walking
SA01,R01,D01,2.13623046875,-17.9443359375,22.03369140625,walking
SA01,R01,D01,2.50244140625,-16.7236328125,24.47509765625,walking
SA01,R01,D01,2.38037109375,-15.56396484375,26.30615234375,walking
SA01,R01,D01,2.44140625,-13.671875,27.83203125,walking
SA01,R01,D01,2.62451171875,-11.3525390625,29.052734375,walking
SA01,R01,D01,3.35693359375,-8.7890625,29.60205078125,walking
SA01,R01,D01,4.5166015625,-5.859375,29.9072265625,walking
SA01,R01,D01,5.9814453125,-2.74658203125,29.96826171875,walking
SA01,R01,D01,7.2021484375,0.42724609375,29.6630859375,walking
SA01,R01,D01,8.23974609375,3.47900390625,29.4189453125,walking
SA01,R01,D01,8.9111328125,6.34765625,28.86962890625,walking
SA01,R01,D01,9.033203125,9.09423828125,28.25927734375,walking
SA01,R01,D01,8.72802734375,11.5966796875,27.40478515625,walking
SA01,R01,D01,8.1787109375,13.916015625,26.7333984375,walking
SA01,R01,D03,44.7998046875,34.912109375,-56.5185546875,jogging
SA01,R01,D03,53.03955078125,36.4990234375,-56.21337890625,jogging
SA01,R01,D03,59.26513671875,34.912109375,-55.23681640625,jogging
SA01,R01,D03,63.96484375,30.45654296875,-53.7109375,jogging
SA01,R01,D03,66.95556640625,24.2919921875,-50.9033203125,jogging
SA01,R01,D03,67.7490234375,17.08984375,-46.630859375,jogging
SA01,R01,D03,66.58935546875,9.8876953125,-41.19873046875,jogging
SA01,R01,D03,62.92724609375,3.11279296875,-34.5458984375,jogging
SA01,R01,D03,54.931640625,-4.33349609375,-26.4892578125,jogging
SA01,R01,D03,42.8466796875,-15.9912109375,-19.04296875,jogging
SA01,R01,D03,27.28271484375,-35.888671875,-13.5498046875,jogging
SA01,R01,D03,10.92529296875,-61.4013671875,-4.69970703125,jogging
SA01,R01,D03,-12.39013671875,-83.6181640625,10.31494140625,jogging
SA01,R01,D03,-28.99169921875,-86.48681640625,33.447265625,jogging
SA01,R01,D03,-36.2548828125,-58.89892578125,61.279296875,jogging
SA01,R01,D03,-39.794921875,-27.77099609375,83.55712890625,jogging
SA01,R01,D03,-43.27392578125,6.40869140625,95.21484375,jogging
SA01,R01,D03,-47.42431640625,31.6162109375,99.2431640625,jogging
SA01,R01,D03,-49.98779296875,48.40087890625,101.98974609375,jogging
SA01,R01,D03,-49.31640625,53.89404296875,104.1259765625,jogging
SA01,R01,D03,-42.17529296875,41.56494140625,103.08837890625,jogging
SA01,R01,D03,-26.79443359375,13.97705078125,101.9287109375,jogging
SA01,R01,D03,-5.43212890625,-12.87841796875,97.35107421875,jogging
SA01,R01,D03,15.19775390625,-22.03369140625,84.65576171875,jogging
SA01,R01,D03,29.6630859375,-8.72802734375,65.0634765625,jogging
SA01,R01,D03,36.68212890625,12.39013671875,46.142578125,jogging
SA01,R01,D03,38.57421875,28.80859375,28.50341796875,jogging
SA01,R01,D03,32.28759765625,38.9404296875,8.7890625,jogging
SA01,R01,D03,15.7470703125,44.98291015625,-12.6953125,jogging
SA01,R01,D03,-8.23974609375,49.6826171875,-31.982421875,jogging
SA01,R01,D03,-33.75244140625,52.30712890625,-44.677734375,jogging
SA01,R01,D03,-56.57958984375,52.24609375,-51.69677734375,jogging
SA01,R01,D03,-73.66943359375,51.26953125,-53.40576171875,jogging
SA01,R01,D03,-82.94677734375,51.513671875,-52.18505859375,jogging
SA01,R01,D03,-81.97021484375,53.03955078125,-49.49951171875,jogging
SA01,R01,D03,-75.439453125,54.62646484375,-43.76220703125,jogging
SA01,R01,D03,-65.49072265625,54.6875,-37.59765625,jogging
SA01,R01,D03,-52.18505859375,52.24609375,-32.470703125,jogging
SA01,R01,D03,-38.26904296875,46.5087890625,-29.23583984375,jogging
SA01,R01,D03,-27.099609375,37.29248046875,-29.47998046875,jogging
SA01,R01,D05,-8.60595703125,4.57763671875,-2.74658203125,stairs_walking
SA01,R01,D05,-8.7890625,4.69970703125,-2.685546875,stairs_walking
SA01,R01,D05,-8.9111328125,4.7607421875,-2.5634765625,stairs_walking
SA01,R01,D05,-9.033203125,4.8828125,-2.50244140625,stairs_walking
SA01,R01,D05,-9.09423828125,4.8828125,-2.3193359375,stairs_walking
SA01,R01,D05,-9.033203125,5.06591796875,-2.197265625,stairs_walking
SA01,R01,D05,-8.97216796875,5.2490234375,-2.01416015625,stairs_walking
SA01,R01,D05,-8.85009765625,5.37109375,-1.953125,stairs_walking
SA01,R01,D05,-8.72802734375,5.67626953125,-1.953125,stairs_walking
SA01,R01,D05,-8.72802734375,5.79833984375,-1.89208984375,stairs_walking
SA01,R01,D05,-8.60595703125,5.92041015625,-1.89208984375,stairs_walking
SA01,R01,D05,-8.4228515625,5.9814453125,-2.01416015625,stairs_walking
SA01,R01,D05,-8.36181640625,6.103515625,-2.0751953125,stairs_walking
SA01,R01,D05,-7.99560546875,6.16455078125,-2.0751953125,stairs_walking
SA01,R01,D05,-8.056640625,6.28662109375,-2.0751953125,stairs_walking
SA01,R01,D05,-7.87353515625,6.2255859375,-2.01416015625,stairs_walking
SA01,R01,D05,-7.75146484375,6.16455078125,-2.0751953125,stairs_walking
SA01,R01,D05,-7.568359375,6.103515625,-1.953125,stairs_walking
SA01,R01,D05,-7.38525390625,6.16455078125,-1.953125,stairs_walking
SA01,R01,D05,-7.26318359375,6.34765625,-1.89208984375,stairs_walking
SA01,R01,D05,-7.2021484375,6.28662109375,-1.77001953125,stairs_walking
SA01,R01,D05,-7.01904296875,6.2255859375,-1.77001953125,stairs_walking
SA01,R01,D05,-7.01904296875,6.40869140625,-1.64794921875,stairs_walking
SA01,R01,D05,-6.7138671875,6.4697265625,-1.708984375,stairs_walking
SA01,R01,D05,-6.40869140625,6.40869140625,-1.77001953125,stairs_walking
SA01,R01,D05,-6.2255859375,6.28662109375,-1.52587890625,stairs_walking
SA01,R01,D05,-5.9814453125,6.16455078125,-1.3427734375,stairs_walking
SA01,R01,D05,-5.92041015625,5.9814453125,-1.220703125,stairs_walking
SA01,R01,D05,-5.859375,5.859375,-1.03759765625,stairs_walking
SA01,R01,D05,-5.79833984375,5.7373046875,-0.8544921875,stairs_walking
SA01,R01,D05,-5.67626953125,5.615234375,-0.79345703125,stairs_walking
SA01,R01,D05,-5.31005859375,5.55419921875,-0.732421875,stairs_walking
SA01,R01,D05,-4.8828125,5.43212890625,-0.732421875,stairs_walking
SA01,R01,D05,-4.45556640625,5.31005859375,-0.732421875,stairs_walking
SA01,R01,D05,-3.96728515625,5.126953125,-0.67138671875,stairs_walking
SA01,R01,D05,-3.60107421875,5.126953125,-0.732421875,stairs_walking
SA01,R01,D05,-3.2958984375,5.2490234375,-0.732421875,stairs_walking
SA01,R01,D05,-3.11279296875,5.37109375,-0.8544921875,stairs_walking
SA01,R01,D05,-2.86865234375,5.55419921875,-0.8544921875,stairs_walking
SA01,R01,D05,-2.5634765625,5.67626953125,-0.79345703125,stairs_walking
